System Uptime[ms] 53114,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 13.96,Airdata AoA[deg] -1.93,Airdata AoS[deg] -11.73,Airdata VCAS[m/s] 2.08,Airdata VTAS[m/s] 2.09,BMP280_0 P[Pa] 100202.67, BMP280_0 Tpackage[C] 22.26, HTU21DF_0 RH[%] 79.01, HTU21DF_0 Tpackage[C] 20.89, D6F-PH0025AD1_0 q[Pa] 2.45, D6F-PH0025AD1_0 Tpackage[C] 18.80, D6F-PH0025AD1_1 q[Pa] 1.37, D6F-PH0025AD1_1 Tpackage[C] 19.20, D6F-PH0025AD1_2 q[Pa] 3.08, D6F-PH0025AD1_2 Tpackage[C] 18.90, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 0, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382966995, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 48, GPS_0 seconds[-] 47, ;
System Uptime[ms] 104001,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.88,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.03,Airdata AoA[deg] -19.71,Airdata AoS[deg] -15.43,Airdata VCAS[m/s] 6.80,Airdata VTAS[m/s] 6.85,BMP280_0 P[Pa] 100204.68, BMP280_0 Tpackage[C] 23.33, HTU21DF_0 RH[%] 67.14, HTU21DF_0 Tpackage[C] 22.36, D6F-PH0025AD1_0 q[Pa] 28.33, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 20.36, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 21.57, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873168945, GPS_0 longitude[deg] -1.0382026434, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 38, ;
System Uptime[ms] 104483,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.04,Airdata AoA[deg] -4.36,Airdata AoS[deg] -20.64,Airdata VCAS[m/s] 6.67,Airdata VTAS[m/s] 6.72,BMP280_0 P[Pa] 100208.44, BMP280_0 Tpackage[C] 23.34, HTU21DF_0 RH[%] 67.07, HTU21DF_0 Tpackage[C] 22.37, D6F-PH0025AD1_0 q[Pa] 24.16, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 17.85, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 25.94, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873016357, GPS_0 longitude[deg] -1.0381572247, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 39, ;
System Uptime[ms] 104941,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.04,Airdata AoA[deg] nan,Airdata AoS[deg] nan,Airdata VCAS[m/s] 6.20,Airdata VTAS[m/s] 6.25,BMP280_0 P[Pa] 100206.32, BMP280_0 Tpackage[C] 23.34, HTU21DF_0 RH[%] 66.85, HTU21DF_0 Tpackage[C] 22.38, D6F-PH0025AD1_0 q[Pa] nan, D6F-PH0025AD1_0 Tpackage[C] nan, D6F-PH0025AD1_1 q[Pa] 21.10, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 26.36, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873016357, GPS_0 longitude[deg] -1.0381572247, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 39, ;
System Uptime[ms] 105363,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.06,Airdata AoA[deg] -83.48,Airdata AoS[deg] 85.15,Airdata VCAS[m/s] 44.19,Airdata VTAS[m/s] 44.44,BMP280_0 P[Pa] 100205.14, BMP280_0 Tpackage[C] 23.36, HTU21DF_0 RH[%] 67.20, HTU21DF_0 Tpackage[C] 22.40, D6F-PH0025AD1_0 q[Pa] 2.24, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 19.10, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 24.50, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872787476, GPS_0 longitude[deg] -1.0381009579, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 40, ;
System Uptime[ms] 105820,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.07,Airdata AoA[deg] 24.10,Airdata AoS[deg] 9.64,Airdata VCAS[m/s] 6.68,Airdata VTAS[m/s] 6.73,BMP280_0 P[Pa] 100209.94, BMP280_0 Tpackage[C] 23.37, HTU21DF_0 RH[%] 67.35, HTU21DF_0 Tpackage[C] 22.41, D6F-PH0025AD1_0 q[Pa] 23.52, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 27.96, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 32.51, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872787476, GPS_0 longitude[deg] -1.0381009579, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 40, ;
System Uptime[ms] 106277,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.07,Airdata AoA[deg] 1.21,Airdata AoS[deg] -12.84,Airdata VCAS[m/s] 7.04,Airdata VTAS[m/s] 7.09,BMP280_0 P[Pa] 100208.02, BMP280_0 Tpackage[C] 23.37, HTU21DF_0 RH[%] 67.02, HTU21DF_0 Tpackage[C] 22.41, D6F-PH0025AD1_0 q[Pa] 28.18, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 23.58, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 30.44, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872787476, GPS_0 longitude[deg] -1.0381009579, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 41, ;
System Uptime[ms] 106760,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.08,Airdata AoA[deg] -0.66,Airdata AoS[deg] 11.19,Airdata VCAS[m/s] 7.27,Airdata VTAS[m/s] 7.33,BMP280_0 P[Pa] 100208.73, BMP280_0 Tpackage[C] 23.38, HTU21DF_0 RH[%] 66.42, HTU21DF_0 Tpackage[C] 22.41, D6F-PH0025AD1_0 q[Pa] 30.84, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 36.87, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 33.22, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872558594, GPS_0 longitude[deg] -1.0380383730, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 41, ;
System Uptime[ms] 107217,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.08,Airdata AoA[deg] 9.58,Airdata AoS[deg] -11.07,Airdata VCAS[m/s] 7.59,Airdata VTAS[m/s] 7.65,BMP280_0 P[Pa] 100211.23, BMP280_0 Tpackage[C] 23.38, HTU21DF_0 RH[%] 66.00, HTU21DF_0 Tpackage[C] 22.43, D6F-PH0025AD1_0 q[Pa] 32.45, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 29.07, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 37.52, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872291565, GPS_0 longitude[deg] -1.0379682779, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 42, ;
System Uptime[ms] 107674,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.08,Airdata AoA[deg] -63.74,Airdata AoS[deg] 42.35,Airdata VCAS[m/s] 13.78,Airdata VTAS[m/s] 13.89,BMP280_0 P[Pa] 100210.78, BMP280_0 Tpackage[C] 23.38, HTU21DF_0 RH[%] 65.54, HTU21DF_0 Tpackage[C] 22.43, D6F-PH0025AD1_0 q[Pa] 36.44, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 47.65, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 28.92, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872291565, GPS_0 longitude[deg] -1.0379682779, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 42, ;
System Uptime[ms] 108131,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.08,Airdata AoA[deg] 2.04,Airdata AoS[deg] 18.87,Airdata VCAS[m/s] 8.78,Airdata VTAS[m/s] 8.85,BMP280_0 P[Pa] 100211.90, BMP280_0 Tpackage[C] 23.38, HTU21DF_0 RH[%] 65.00, HTU21DF_0 Tpackage[C] 22.44, D6F-PH0025AD1_0 q[Pa] 42.21, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 53.14, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 52.24, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1872291565, GPS_0 longitude[deg] -1.0379682779, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 42, ;
System Uptime[ms] 108588,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.07,Airdata AoA[deg] -9.13,Airdata AoS[deg] -22.18,Airdata VCAS[m/s] 9.83,Airdata VTAS[m/s] 9.90,BMP280_0 P[Pa] 100203.48, BMP280_0 Tpackage[C] 23.37, HTU21DF_0 RH[%] 64.34, HTU21DF_0 Tpackage[C] 22.43, D6F-PH0025AD1_0 q[Pa] 49.97, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 37.50, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 51.65, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871948242, GPS_0 longitude[deg] -1.0378888845, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 43, ;
System Uptime[ms] 109080,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -27.86,Airdata AoS[deg] 8.03,Airdata VCAS[m/s] 9.68,Airdata VTAS[m/s] 9.75,BMP280_0 P[Pa] 100209.03, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 64.18, HTU21DF_0 Tpackage[C] 22.44, D6F-PH0025AD1_0 q[Pa] 50.18, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 51.47, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 37.85, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871948242, GPS_0 longitude[deg] -1.0378888845, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 43, ;
System Uptime[ms] 109537,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -1.74,Airdata AoS[deg] 11.75,Airdata VCAS[m/s] 8.64,Airdata VTAS[m/s] 8.70,BMP280_0 P[Pa] 100207.88, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 63.92, HTU21DF_0 Tpackage[C] 22.44, D6F-PH0025AD1_0 q[Pa] 42.95, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 51.33, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 46.74, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871948242, GPS_0 longitude[deg] -1.0378888845, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 44, ;
System Uptime[ms] 109994,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -32.10,Airdata AoS[deg] -25.33,Airdata VCAS[m/s] 10.89,Airdata VTAS[m/s] 10.98,BMP280_0 P[Pa] 100206.41, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 63.54, HTU21DF_0 Tpackage[C] 22.46, D6F-PH0025AD1_0 q[Pa] 54.95, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 40.08, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 44.41, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871948242, GPS_0 longitude[deg] -1.0378888845, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 44, ;
System Uptime[ms] 110451,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] -6.11,Airdata AoS[deg] 6.50,Airdata VCAS[m/s] 8.73,Airdata VTAS[m/s] 8.80,BMP280_0 P[Pa] 100216.20, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 63.18, HTU21DF_0 Tpackage[C] 22.46, D6F-PH0025AD1_0 q[Pa] 46.44, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 49.69, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 43.66, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871223450, GPS_0 longitude[deg] -1.0377169847, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 45, ;
System Uptime[ms] 110908,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.09,Airdata AoA[deg] 3.91,Airdata AoS[deg] 9.19,Airdata VCAS[m/s] 8.32,Airdata VTAS[m/s] 8.38,BMP280_0 P[Pa] 100204.28, BMP280_0 Tpackage[C] 23.39, HTU21DF_0 RH[%] 62.98, HTU21DF_0 Tpackage[C] 22.47, D6F-PH0025AD1_0 q[Pa] 38.30, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 46.22, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 44.91, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1871223450, GPS_0 longitude[deg] -1.0377169847, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 45, ;
System Uptime[ms] 111390,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] -24.66,Airdata AoS[deg] -15.60,Airdata VCAS[m/s] 9.99,Airdata VTAS[m/s] 10.06,BMP280_0 P[Pa] 100206.79, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 63.15, HTU21DF_0 Tpackage[C] 22.48, D6F-PH0025AD1_0 q[Pa] 54.09, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 43.71, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 42.98, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870841980, GPS_0 longitude[deg] -1.0376272202, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 46, ;
System Uptime[ms] 111847,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 2.36,Airdata AoS[deg] 5.37,Airdata VCAS[m/s] 8.45,Airdata VTAS[m/s] 8.52,BMP280_0 P[Pa] 100213.95, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 63.23, HTU21DF_0 Tpackage[C] 22.49, D6F-PH0025AD1_0 q[Pa] 41.67, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 46.65, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 44.97, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870841980, GPS_0 longitude[deg] -1.0376272202, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 46, ;
System Uptime[ms] 112304,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] -4.94,Airdata AoS[deg] -10.71,Airdata VCAS[m/s] 8.91,Airdata VTAS[m/s] 8.97,BMP280_0 P[Pa] 100209.58, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 63.17, HTU21DF_0 Tpackage[C] 22.50, D6F-PH0025AD1_0 q[Pa] 47.15, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 39.82, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 45.19, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870460510, GPS_0 longitude[deg] -1.0375385284, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 47, ;
System Uptime[ms] 112761,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.10,Airdata AoA[deg] 13.95,Airdata AoS[deg] 10.30,Airdata VCAS[m/s] 8.67,Airdata VTAS[m/s] 8.74,BMP280_0 P[Pa] 100213.25, BMP280_0 Tpackage[C] 23.40, HTU21DF_0 RH[%] 63.21, HTU21DF_0 Tpackage[C] 22.50, D6F-PH0025AD1_0 q[Pa] 42.74, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 49.39, D6F-PH0025AD1_1 Tpackage[C] 20.00, D6F-PH0025AD1_2 q[Pa] 52.09, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870460510, GPS_0 longitude[deg] -1.0375385284, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 47, ;
System Uptime[ms] 113218,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.11,Airdata AoA[deg] 27.14,Airdata AoS[deg] 1.37,Airdata VCAS[m/s] 8.68,Airdata VTAS[m/s] 8.75,BMP280_0 P[Pa] 100215.58, BMP280_0 Tpackage[C] 23.41, HTU21DF_0 RH[%] 63.17, HTU21DF_0 Tpackage[C] 22.50, D6F-PH0025AD1_0 q[Pa] 39.06, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 42.75, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 54.55, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870002747, GPS_0 longitude[deg] -1.0374532938, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 48, ;
System Uptime[ms] 113700,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.12,Airdata AoA[deg] 14.66,Airdata AoS[deg] 19.18,Airdata VCAS[m/s] 8.96,Airdata VTAS[m/s] 9.03,BMP280_0 P[Pa] 100214.68, BMP280_0 Tpackage[C] 23.42, HTU21DF_0 RH[%] 63.05, HTU21DF_0 Tpackage[C] 22.52, D6F-PH0025AD1_0 q[Pa] 43.55, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 54.22, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 58.03, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1870002747, GPS_0 longitude[deg] -1.0374532938, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 48, ;
